transcription,GENE,LOF,DMIS,MIS,SYN
NM_014427,CPNE7,2.332908020893992e-06,2.5931865983652227e-06,1.9208789617520166e-05,1.0876771376310002e-05
NM_153634,CPNE8,2.6685970680587258e-06,1.8426114625206858e-06,1.3648973796449524e-05,5.730598740537332e-06
NM_153635,CPNE9,3.0759673617041312e-06,2.6615447248453947e-06,1.9715146109965886e-05,8.550667128846841e-06
NM_173077,CPO,1.7115293707857629e-06,1.2862748214319304e-06,9.52796164023652e-06,3.964605690612776e-06
NM_000097,CPOX,1.7013548212253428e-06,1.622309713448199e-06,1.2017108988505177e-05,5.059411458459376e-06
NM_018340,CPPED1,1.369187492007389e-06,1.5908666165097344e-06,1.1784197159331365e-05,6.743727297598055e-06
NM_016134,CPQ,1.8824554804978314e-06,1.594533942810973e-06,1.1811362539340541e-05,4.8797772728648545e-06
NM_001875,CPS1,6.3120001143194696e-06,5.208753058722248e-06,3.8583355990535166e-05,1.4818355175164307e-05
NM_013291,CPSF1,6.204959673428536e-06,7.280040049536201e-06,5.3926222589157045e-05,2.7258377389285338e-05
NM_017437,CPSF2,3.161653049108983e-06,2.646877050755909e-06,1.9606496672265993e-05,7.115411150074334e-06
NM_016207,CPSF3,3.088605463770613e-06,2.466799027244694e-06,1.8272585386997733e-05,7.55788013680452e-06
NM_001256456,CPSF3L,2.878422139999184e-06,2.8322642366359805e-06,2.0979735086192447e-05,1.0509934271862176e-05
NM_006693,CPSF4,1.2486154994350397e-06,1.3296390718241039e-06,9.849178309808176e-06,4.977370849789361e-06
NM_007007,CPSF6,2.8914903813507834e-06,2.4351951407828606e-06,1.8038482524317485e-05,6.16736994454326e-06
NM_024811,CPSF7,2.2503199203496337e-06,2.1698702651422696e-06,1.6073113075127922e-05,5.413772478826871e-06
NM_001876,CPT1A,3.972728893092585e-06,3.9768001681582685e-06,2.945777902339458e-05,1.458142606147466e-05
NM_152245,CPT1B,3.243648774603744e-06,3.6858169974690988e-06,2.730234812940073e-05,1.1217601297471244e-05
NM_001199752,CPT1C,3.7700898452190495e-06,4.100471224127241e-06,3.0373860919461042e-05,1.4750271017597593e-05
NM_000098,CPT2,2.230662071532926e-06,2.350356650576021e-06,1.741004926352608e-05,7.414809539452729e-06
NM_019029,CPVL,2.2167918130830935e-06,1.7152750420315317e-06,1.270574105208542e-05,5.332121047269794e-06
NM_033048,CPXCR1,1.1757488833313567e-06,1.0086343827683831e-06,7.4713657982843184e-06,2.6308737032146683e-06
NM_019609,CPXM1,3.2014094852094483e-06,3.357637204800835e-06,2.4871386702228405e-05,1.0919430790503528e-05
NM_198148,CPXM2,3.188133855361344e-06,3.2346982121565147e-06,2.3960727497455663e-05,1.0806871811443105e-05
NM_001014448,CPZ,1.9383142623021917e-06,2.8277028430848895e-06,2.0945946985813995e-05,1.0688087485777344e-05
NM_000651,CR1,8.806253503413509e-06,9.610229708040793e-06,7.11868867262281e-05,2.908707160207587e-05
NM_175710,CR1L,1.915133736224603e-06,2.1440443693047663e-06,1.588181014299827e-05,6.267581644592111e-06
NM_001006658,CR2,5.043643579796112e-06,4.075996181677141e-06,3.019256430871956e-05,1.1523913771994878e-05
NM_004378,CRABP1,6.17814195552312e-07,8.219279867778844e-07,6.088355457613958e-06,3.3258296441911698e-06
NM_001878,CRABP2,7.303705238832034e-07,5.632922401629219e-07,4.1725351123179395e-06,2.1817249589882997e-06
NM_003805,CRADD,6.610559333577097e-07,8.813202896141291e-07,6.528298441586141e-06,2.730863545120826e-06
NM_020825,CRAMP1L,3.5661593322653772e-06,4.32248772357375e-06,3.201842758202777e-05,1.5703628043335517e-05
NM_001257363,CRAT,2.6420900824731195e-06,2.9760057672089307e-06,2.2044487164510597e-05,1.0299117193407e-05
NM_001257965,CRB1,4.966739275642449e-06,4.4950421502928896e-06,3.329660852068807e-05,1.4598223215980565e-05
NM_173689,CRB2,4.349133928824497e-06,5.545411369470733e-06,4.107712125533876e-05,2.1812226560835214e-05
NM_139161,CRB3,4.889015910251798e-07,6.111302321844338e-07,4.526890608773584e-06,1.8505464897947074e-06
NM_016302,CRBN,2.132500651424055e-06,1.5603921920109015e-06,1.1558460681562232e-05,4.666593803142882e-06
NM_014478,CRCP,6.585715457777511e-07,5.601879575563904e-07,4.1495404263436325e-06,1.847566163766028e-06
NM_019060,CRCT1,3.719484907815784e-07,5.959828580021055e-07,4.414687837052633e-06,2.43781081836875e-06
NM_134442,CREB1,1.697068758126161e-06,1.1607368399925861e-06,8.598050666611748e-06,3.492207172634068e-06
NM_006368,CREB3,1.6187227103241077e-06,1.3348540038963527e-06,9.88780743626928e-06,4.343101708860926e-06
NM_052854,CREB3L1,1.461903347279952e-06,1.8725514902552062e-06,1.3870751779668194e-05,7.126889085463733e-06
NM_194071,CREB3L2,1.988256288395732e-06,1.7673955960491994e-06,1.309181922999407e-05,7.084349849515063e-06
NM_032607,CREB3L3,2.307554148334647e-06,2.08177490268514e-06,1.542055483470474e-05,8.260379495771783e-06
NM_130898,CREB3L4,1.5441636557838923e-06,1.5129820252844748e-06,1.1207274261366479e-05,4.802860802396908e-06
NM_182898,CREB5,2.1215189863663002e-06,2.1599006168726108e-06,1.5999263828686003e-05,6.762386671740489e-06
NM_004380,CREBBP,1.0876011657336775e-05,1.07135590706429e-05,7.935969681957703e-05,3.631616662075053e-05
NM_001310,CREBL2,7.684800127948526e-07,4.530370998869285e-07,3.3558303695328037e-06,1.008555959619106e-06
NM_153607,CREBRF,2.5409455369758613e-06,2.058418936340888e-06,1.524754767659917e-05,6.178741129854396e-06
NM_001039618,CREBZF,1.1837218024656855e-06,2.3595749042645935e-06,1.7478332624182173e-05,1.0346655758424376e-05
NM_003851,CREG1,7.250676493874834e-07,3.342979924119842e-07,2.476281425273957e-06,9.906038236706041e-07
NM_153836,CREG2,9.243890067322944e-07,5.651110097393882e-07,4.186007479551024e-06,1.7852539390862002e-06
NM_015513,CRELD1,2.171550145483751e-06,1.7710620146230037e-06,1.3118977886096323e-05,5.929253245799994e-06
NM_001135101,CRELD2,1.6069313909077207e-06,1.8019127923842826e-06,1.33475021658095e-05,8.038962448571254e-06
NM_183013,CREM,1.2574596206635094e-06,8.716332091967842e-07,6.456542290346549e-06,2.0979735086192447e-06
NM_000756,CRH,4.513530201819883e-07,4.7003886455247173e-07,3.4817693670553458e-06,1.8226362348577687e-06
NM_001882,CRHBP,1.5855449822468421e-06,1.4737837663926423e-06,1.0916916788093646e-05,5.140436515824264e-06
NM_001256299,CRHR1,1.1306699503774718e-06,1.177697541636755e-06,8.723685493605592e-06,3.4127148323868674e-06
NM_001202481,CRHR2,1.9073320471990655e-06,1.7792368654525382e-06,1.3179532336685467e-05,6.004820089075465e-06
NM_016441,CRIM1,4.275757075163316e-06,4.7177374553129556e-06,3.4946203372688557e-05,1.590010528214863e-05
NM_001311,CRIP1,3.413169756375368e-07,3.25112575476757e-07,2.4082412998278295e-06,1.3498950350559803e-06
NM_001312,CRIP2,7.136435435836723e-07,6.549886411459974e-07,4.851767712192573e-06,2.9322432823031156e-06
NM_206922,CRIP3,9.910038351137556e-07,8.240124405040158e-07,6.103795855585302e-06,2.6841080835452284e-06
NM_175918,CRIPAK,1.9299775196581243e-06,2.9904308785852093e-06,2.215133984137192e-05,1.0356189770449865e-05
NM_014171,CRIPT,4.452536004646931e-07,2.731075891215667e-07,2.0230191786782716e-06,8.026015608726264e-07
NM_001205220,CRISP1,1.1230814314926873e-06,8.686278877396007e-07,6.434280649922968e-06,2.644843626854359e-06
NM_003296,CRISP2,1.1890712827556777e-06,8.006335196409703e-07,5.9306186640071875e-06,2.6326916742184908e-06
NM_001190986,CRISP3,1.3371738828961416e-06,7.686590918977213e-07,5.693771051094231e-06,2.536880440299941e-06
NM_031461,CRISPLD1,2.815578238854331e-06,1.7637367676247224e-06,1.3064716797220165e-05,4.893279240819376e-06
NM_031476,CRISPLD2,2.4007705055201845e-06,2.321847910671626e-06,1.7198873412382414e-05,9.08447847026776e-06
NM_016823,CRK,1.4099022969433034e-06,1.520665764248658e-06,1.1264190846286354e-05,5.851941823780815e-06
NM_005207,CRKL,9.832500350672435e-07,1.5084598960282884e-06,1.117377700761695e-05,5.3284390204119945e-06
NM_004750,CRLF1,1.8320258612655223e-06,2.1146269777283966e-06,1.5663903538728864e-05,7.861401911481287e-06
NM_015986,CRLF3,2.3049004880938566e-06,1.729154377623976e-06,1.2808550945362784e-05,5.159409511903314e-06
NM_019095,CRLS1,1.2546347417931055e-06,6.509292217658348e-07,4.8216979390061835e-06,1.8150976729677159e-06
NM_001014809,CRMP1,2.4615615842607903e-06,2.8030688713260697e-06,2.076347312093385e-05,1.0899334970270668e-05
NM_016652,CRNKL1,4.308097899714179e-06,3.594460938992513e-06,2.6625636585129723e-05,1.1233109696743253e-05
NM_016190,CRNN,1.9217940488983987e-06,1.7387364898169634e-06,1.2879529554199727e-05,5.896577351462566e-06
NM_014675,CROCC,7.6061341605025685e-06,7.68482121976259e-06,5.692460162787103e-05,2.3264836245182424e-05
NM_001143935,CROT,3.5705979301935793e-06,2.096205076934546e-06,1.552744501432997e-05,5.546257129579105e-06
NM_000567,CRP,7.393779722637978e-07,8.408795070744398e-07,6.228737089440294e-06,3.0591445594864083e-06
NM_018058,CRTAC1,2.602240355500565e-06,3.2706477163474707e-06,2.4227020121092374e-05,1.122018454301963e-05
NM_019604,CRTAM,1.691152505015643e-06,1.3444162974723449e-06,9.958639240535888e-06,4.555121861657392e-06
NM_006371,CRTAP,1.5437317904963925e-06,1.6781615583902403e-06,1.2430826358446224e-05,6.088355457613958e-06
NM_001098482,CRTC1,2.5769707879763063e-06,3.0049259104705577e-06,2.2258710447930055e-05,1.2918140390030573e-05
NM_181715,CRTC2,3.084082745276769e-06,2.8584708549566434e-06,2.1173858184864025e-05,9.17487170297663e-06
NM_022769,CRTC3,2.853060339459838e-06,2.2884096395673883e-06,1.6951182515313986e-05,7.957927898970927e-06
NM_000554,CRX,1.0753995297139376e-06,1.3672054108996159e-06,1.0127447488145302e-05,5.0268971536906675e-06
NM_004075,CRY1,3.1957208288084984e-06,2.231175685430788e-06,1.6527227299487317e-05,6.013121787899333e-06
NM_021117,CRY2,2.7760805540677626e-06,3.0593824320091574e-06,2.266209208895672e-05,9.667184338344535e-06
NM_000394,CRYAA,7.420275258017411e-07,1.1210726783056255e-06,8.304242061523151e-06,4.359131797247285e-06
NM_001885,CRYAB,5.491315648610102e-07,7.894666135950497e-07,5.847900841444812e-06,2.0239510279887673e-06
NM_005208,CRYBA1,1.3410644954081843e-06,9.415291457903401e-07,6.974289968817334e-06,2.4344451836922017e-06
NM_057093,CRYBA2,1.0274801306814198e-06,1.1636805312527745e-06,8.619855787057589e-06,4.092606597300109e-06
NM_001886,CRYBA4,1.4007682877257912e-06,1.0135233730619146e-06,7.5075805411993665e-06,3.596665093461478e-06
NM_001887,CRYBB1,1.3039868912026252e-06,1.4332890022182777e-06,1.0616955571987242e-05,4.37421373568131e-06
NM_000496,CRYBB2,1.201358797520648e-06,9.61908513415561e-07,7.125248247522675e-06,2.926846862378789e-06
NM_004076,CRYBB3,1.1407342013093765e-06,1.275362868231633e-06,9.447132357271356e-06,3.6534233488345596e-06
NM_014617,CRYGA,1.038790223082929e-06,9.262618316303034e-07,6.861198752817062e-06,2.692154624075291e-06
NM_005210,CRYGB,8.198013348197901e-07,7.822287401762892e-07,5.794286964268809e-06,2.3523394933889477e-06
NM_020989,CRYGC,7.922858937780155e-07,9.230681550606193e-07,6.83754188933792e-06,2.5147800129956093e-06
NM_006891,CRYGD,8.66929571905829e-07,9.528702514107614e-07,7.058298158598232e-06,2.9998531811907935e-06
NM_144727,CRYGN,8.78122597732886e-07,8.149552624608909e-07,6.036705647858451e-06,2.768216162574589e-06
NM_017541,CRYGS,7.740585466695369e-07,7.86382370111349e-07,5.8250545934174e-06,1.7910182037416791e-06
NM_015974,CRYL1,1.4794354502303445e-06,1.2115288725760113e-06,8.97428794500749e-06,4.052285168018915e-06
NM_001888,CRYM,1.145032389200251e-06,1.0588483604906483e-06,7.843321188819616e-06,3.816805241900824e-06
NM_001130042,CRYZ,1.6194705034778508e-06,1.0850100689907874e-06,8.03711162215398e-06,3.1834644175564355e-06
NM_145858,CRYZL1,1.7330442311293972e-06,1.0696304762721344e-06,7.923188713126921e-06,2.963466348548615e-06
NM_004077,CS,2.6272143679763623e-06,1.6797079143193413e-06,1.2442280846809935e-05,5.088619759560772e-06
NM_015989,CSAD,2.2131482675235006e-06,2.2616935968800566e-06,1.6753285902815234e-05,6.974289968817334e-06
NM_153478,CSAG1,5.258820640127022e-07,2.933146591466054e-07,2.1727011788637434e-06,9.157986521327517e-07
NM_001080848,CSAG2,6.03590809619404e-07,3.679880947553521e-07,2.7258377389285337e-06,1.087176359115744e-06
NM_001129828,CSAG3,5.976746102509717e-07,3.665504596941806e-07,2.7151885903272636e-06,1.0712726072029466e-06
NM_003651,CSDA,1.678047218171031e-06,1.9108815555432487e-06,1.4154678189209247e-05,4.429961991003636e-06
NM_014460,CSDC2,6.30968290796202e-07,6.608969817488384e-07,4.895533198139543e-06,2.423817964554634e-06
NM_001242891,CSDE1,3.76827316418387e-06,3.055158657332137e-06,2.263080486912694e-05,7.88496917745377e-06
NM_001316,CSE1L,4.4447409817695645e-06,3.2028291203914968e-06,2.3724660151048123e-05,9.749896377173867e-06
NM_000757,CSF1,1.963800150512528e-06,2.0913839390427598e-06,1.549173288179822e-05,7.214396379258091e-06
NM_005211,CSF1R,4.052278663502917e-06,4.090098513592913e-06,3.0297026026614167e-05,1.4180776099689126e-05
NM_000758,CSF2,5.736567220383646e-07,5.898393855701384e-07,4.369180633852877e-06,1.7119851767028604e-06
NM_001161529,CSF2RA,2.0755457247684665e-06,1.8545295958802888e-06,1.3737256265779916e-05,6.538829300047421e-06
NM_000395,CSF2RB,3.360726571109395e-06,3.832955423223626e-06,2.8392262394249078e-05,1.3670991082037501e-05
NM_000759,CSF3,7.990707000883122e-07,7.89284853116212e-07,5.846554467527496e-06,3.126799256376112e-06
NM_156039,CSF3R,3.4613606438883064e-06,3.3700300117785076e-06,2.496318527243339e-05,1.1023004888112023e-05
NM_001130518,CSGALNACT1,2.119657380823544e-06,2.3266645268973674e-06,1.723455205109161e-05,7.313074538624826e-06
NM_018590,CSGALNACT2,2.382710339951751e-06,1.948649670962435e-06,1.4434442007129148e-05,4.960209273959746e-06
NM_001317,CSH1,9.426285169188575e-07,1.047933607448733e-06,7.76247116628691e-06,3.981071705534969e-06
NM_022644,CSH2,7.382969803508396e-07,7.942071059849907e-07,5.883015599888819e-06,3.324298395649131e-06
NM_022579,CSHL1,9.592076213042005e-07,9.623515906708008e-07,7.128530301265191e-06,3.6324529689937048e-06
NM_004383,CSK,2.400014064373793e-06,2.368283932237033e-06,1.7542843942496537e-05,8.869517603333615e-06
NM_033225,CSMD1,1.2468625979592685e-05,1.4468841811122218e-05,0.00010717660600831272,5.450043893417612e-05
NM_052896,CSMD2,1.4687742939750204e-05,1.549650527716745e-05,0.00011478892797901813,5.518232567565648e-05
NM_198123,CSMD3,1.6806373349454225e-05,1.2847947949524752e-05,9.516998481129445e-05,3.6753609777147936e-05
NM_001890,CSN1S1,5.832536697049244e-07,5.386836181888918e-07,3.990249023621421e-06,1.6565326493180176e-06
NM_001891,CSN2,9.083967416352059e-07,6.792564460355794e-07,5.03152922989318e-06,2.040797906066991e-06
NM_005212,CSN3,5.814609601652822e-07,7.170241255042679e-07,5.311289818550132e-06,1.81886304832359e-06
NM_001025105,CSNK1A1,1.2769380215479822e-06,1.3836739621273192e-06,1.024943675649866e-05,3.964605690612776e-06
NM_145203,CSNK1A1L,1.3097090391287115e-06,1.3744652634598894e-06,1.0181224173776958e-05,4.375221051582521e-06
NM_139062,CSNK1D,1.6210267386790767e-06,1.7985966016188686e-06,1.3322937789769397e-05,5.865431942902652e-06
NM_152221,CSNK1E,1.809279625004607e-06,2.291573379251765e-06,1.697461762408715e-05,7.411395679600763e-06
NM_022048,CSNK1G1,2.474398247161877e-06,1.5831926628021622e-06,1.1727353057793794e-05,4.31221096940127e-06
NM_001319,CSNK1G2,1.5882467634722656e-06,2.4965126356204075e-06,1.8492686189780796e-05,9.763375665826425e-06
NM_001044723,CSNK1G3,2.6471941820571604e-06,1.57301827608375e-06,1.1651987230249998e-05,4.256964220731748e-06
NM_177559,CSNK2A1,2.700945824424685e-06,1.5539382913985573e-06,1.1510654010359683e-05,4.399466347160462e-06
NM_001896,CSNK2A2,2.0481383255467453e-06,1.3665759344934013e-06,1.012278469995112e-05,3.8850803037452845e-06
NM_001320,CSNK2B,9.793317538915803e-07,9.24557164819906e-07,6.848571591258563e-06,2.7384196342643613e-06
NM_001897,CSPG4,7.611712885014291e-06,1.0800249005543844e-05,8.000184448550994e-05,3.697430334980972e-05
NM_001206945,CSPG5,1.2993822380420818e-06,1.7117241125771355e-06,1.2679437870941744e-05,6.072954118270242e-06
NM_024790,CSPP1,6.361874193568673e-06,4.467183253094885e-06,3.309024631922137e-05,1.1724653045822956e-05
NM_033027,CSRNP1,1.8876665002618392e-06,2.510347065024332e-06,1.859516344462468e-05,7.090877782620701e-06
NM_030809,CSRNP2,2.069040051931253e-06,2.371558098597255e-06,1.756709702664633e-05,6.498303634842379e-06
NM_001172173,CSRNP3,2.596753155300749e-06,2.311179988548862e-06,1.7119851767028606e-05,7.4404636619191955e-06
NM_001193571,CSRP1,9.481122585488427e-07,7.628405463026719e-07,5.6506707133531246e-06,2.945099689996018e-06
NM_001321,CSRP2,8.706798512387553e-07,7.239920019311586e-07,5.362903718008582e-06,2.4271689070386978e-06
NM_020536,CSRP2BP,3.2013884420920595e-06,3.183711956924831e-06,2.3583051532776525e-05,1.0423174293933036e-05
NM_003476,CSRP3,8.573193870920765e-07,8.573018649804558e-07,6.350384185040413e-06,3.0746805459396353e-06
NM_001898,CST1,5.547640072608026e-07,6.34503129542732e-07,4.700023181798014e-06,2.199885109049247e-06
NM_130794,CST11,6.570081111182639e-07,4.4569090167198046e-07,3.3014140864591142e-06,1.4524460171418374e-06
NM_001322,CST2,7.687055774829862e-07,5.961201039269713e-07,4.41570447353312e-06,1.8251560400913687e-06
NM_000099,CST3,5.145248165710148e-07,2.806297882036261e-07,2.0787391718787116e-06,1.1909677459951863e-06
NM_001899,CST4,6.273327735612437e-07,6.226353420637988e-07,4.612113644917028e-06,2.068711839599832e-06
NM_001900,CST5,5.958515817105477e-07,5.449212805062666e-07,4.036453929676049e-06,1.7571142465950933e-06
NM_001323,CST6,5.754148479801774e-07,6.048306185573697e-07,4.4802268041286644e-06,2.558585886905648e-06
NM_003650,CST7,6.319829175049408e-07,6.002522110832964e-07,4.446312674691084e-06,1.6703212258150436e-06
NM_005492,CST8,5.312047329173728e-07,5.0319204708195e-07,3.727348496903333e-06,1.6315485439152091e-06
NM_001008693,CST9,6.216285833182921e-07,6.34795396323988e-07,4.702188120918429e-06,2.0337613984257394e-06
NM_080610,CST9L,5.604273565027421e-07,4.792187130307326e-07,3.549768244672093e-06,1.7438133574658393e-06
NM_005213,CSTA,5.351062662501223e-07,3.3988638524744535e-07,2.517676927758854e-06,1.2624087614670494e-06
NM_000100,CSTB,4.0550271196733774e-07,3.276678024502242e-07,2.4271689070386978e-06,1.4092887984218747e-06
NM_001324,CSTF1,1.761214647467821e-06,1.9558420022854265e-06,1.4487718535447603e-05,6.609977786538224e-06
NM_001325,CSTF2,2.8883335427574514e-06,2.3165078086633413e-06,1.7159317101209934e-05,6.074352628635832e-06
NM_015235,CSTF2T,2.1332899615330818e-06,2.450946144743735e-06,1.815515662773137e-05,6.870684400142317e-06
NM_001326,CSTF3,4.005130046449993e-06,2.6806108339107434e-06,1.9856376547486985e-05,6.889695054811361e-06
NM_138283,CSTL1,7.365026752799619e-07,5.152687076566113e-07,3.816805241900824e-06,1.8121744376590256e-06
NM_001017417,CT45A1,9.35590329917296e-07,7.439329050377389e-07,5.510614111390659e-06,1.874131239976755e-06
NM_152582,CT45A2,9.727890427885456e-07,7.209975160265771e-07,5.3407223409376076e-06,1.8356927808988173e-06
NM_001017435,CT45A3,1.0652525770845148e-06,7.4307691347198e-07,5.504273433125777e-06,1.8698208577366483e-06
NM_001017436,CT45A4,9.77128420046288e-07,7.219942993010181e-07,5.3481059207482824e-06,1.83696127061899e-06
NM_001172288,CT45A5,1.0947619240598901e-06,6.780063611462265e-07,5.0222693418238994e-06,1.6703212258150436e-06
NM_001017438,CT45A6,9.737047052480016e-07,7.223268665337346e-07,5.350569381731367e-06,1.8407720014689545e-06
NM_001080141,CT47A6,9.687795606716346e-07,1.6964215021030467e-06,1.2566085200763307e-05,7.538761431019941e-06
NM_001080140,CT47A7,9.688664298451619e-07,1.6964215021030467e-06,1.2566085200763307e-05,7.538761431019941e-06
NM_001102658,CT62,3.810690589083851e-07,4.7025537529861573e-07,3.4833731503601163e-06,1.3819744059012963e-06
NM_139250,CTAG1A,6.229708282517433e-07,6.841223336393307e-07,5.06757284177282e-06,2.3971764361383008e-06
NM_001327,CTAG1B,6.230802221440922e-07,6.742698932811354e-07,4.994591802082484e-06,2.479133991375869e-06
NM_020994,CTAG2,6.834616864009477e-07,1.1631447599392922e-06,8.615887110661423e-06,4.655860935229591e-06
NM_172241,CTAGE1,2.461663929985983e-06,2.4554651152368467e-06,1.81886304832359e-05,7.271098031596613e-06
NM_001008747,CTAGE15P,2.737352802194837e-06,2.5388308593229427e-06,1.880615451350328e-05,7.825282050666126e-06
NM_001247989,CTAGE5,3.9109024465682455e-06,2.478755943156276e-06,1.8361155134490932e-05,7.090877782620701e-06
NM_178561,CTAGE6P,2.7312800521407884e-06,2.5283300620736906e-06,1.8728370830175484e-05,7.732145183275422e-06
NM_001012614,CTBP1,1.5677698197646742e-06,2.1107352763733277e-06,1.5635076121283907e-05,8.308067187019148e-06
NM_022802,CTBP2,3.7890370783974894e-06,5.422927127574189e-06,4.016983057462362e-05,1.9925076614963983e-05
NM_004388,CTBS,1.5170577392879573e-06,1.2806597743197334e-06,9.486368698664691e-06,3.4395371138063996e-06
NM_025099,CTC1,5.4845831600829235e-06,4.795498599511319e-06,3.552221184823199e-05,1.5194975354068955e-05
NM_006565,CTCF,2.9622482068120093e-06,3.1844451180991295e-06,2.3588482356289847e-05,8.550667128846841e-06
NM_080618,CTCFL,2.813989722457953e-06,2.8617636862887036e-06,2.119824952806447e-05,8.904304435937422e-06
NM_015343,CTDNEP1,1.1457371914571238e-06,1.1046730743200412e-06,8.182763513481785e-06,3.2210687912834345e-06
NM_004715,CTDP1,3.629330110912597e-06,3.9988376136712276e-06,2.9621019360527612e-05,1.612129777998242e-05
NM_021198,CTDSP1,1.3020286963184493e-06,1.2622162541696095e-06,9.349750030885996e-06,4.380261111703602e-06
NM_005730,CTDSP2,1.0769455132637653e-06,1.2241475521882704e-06,9.06775964583904e-06,3.869902291902688e-06
NM_001008392,CTDSPL,1.0238493773352185e-06,1.139551005050238e-06,8.441118555927688e-06,3.4962300400270146e-06
NM_016396,CTDSPL2,2.244283364322495e-06,1.6616278723419182e-06,1.2308354609940134e-05,4.6451527522274924e-06
NM_001330,CTF1,4.842446756811587e-07,1.58720772482493e-07,1.1757094257962444e-06,5.574424015437457e-07
NM_001901,CTGF,1.3124389051517569e-06,1.241748855813995e-06,9.19813967269626e-06,4.625940047661598e-06
NM_001902,CTH,1.9798918686556446e-06,1.448550927357742e-06,1.0730006869316607e-05,4.391369690244064e-06
NM_138455,CTHRC1,8.850700441409924e-07,7.340637339402942e-07,5.437509140298475e-06,1.815515662773137e-06
NM_001142397,CTIF,2.6207814075992423e-06,3.070674401223867e-06,2.2745736305361974e-05,1.0111137119549077e-05
NM_005214,CTLA4,8.512892807642529e-07,8.391387344659051e-07,6.215842477525223e-06,2.7314924220891823e-06
NM_001903,CTNNA1,3.990309251859143e-06,3.754341451565507e-06,2.7809936678263013e-05,1.1132687028838453e-05
NM_004389,CTNNA2,4.2975705800946065e-06,4.066621650599772e-06,3.0123123337776088e-05,1.3338285221740992e-05
NM_013266,CTNNA3,3.871367921088246e-06,3.3253224816174594e-06,2.463201838235155e-05,9.471090794701603e-06
NM_003798,CTNNAL1,3.2313810217647612e-06,2.1559255951567064e-06,1.5969819223383008e-05,6.204403011913813e-06
NM_001904,CTNNB1,3.481484154771068e-06,3.0215777129807007e-06,2.2382057133190374e-05,7.500668987360679e-06
NM_020248,CTNNBIP1,5.158487533514312e-07,4.476450314576959e-07,3.315889121908858e-06,1.680350966051525e-06
NM_030877,CTNNBL1,2.774456131433879e-06,2.3819561845838387e-06,1.764411988580621e-05,7.123607787355005e-06
NM_001085458,CTNND1,3.534753612379166e-06,4.414014632263121e-06,3.2696404683430524e-05,1.123052347541083e-05
NM_001332,CTNND2,5.598369912165065e-06,5.404229309403322e-06,4.003132821780238e-05,2.1144625616525893e-05
NM_004937,CTNS,1.4953237201931961e-06,1.8345678080860838e-06,1.3589391171008028e-05,7.058298158598232e-06
NM_001905,CTPS,2.7886508731247845e-06,2.1894436314345556e-06,1.62181009735893e-05,6.481865274740794e-06
NM_001144002,CTPS2,2.654704919022314e-06,2.122431919824969e-06,1.57217179246294e-05,7.154841214168977e-06
NM_014633,CTR9,5.630115493025811e-06,4.487802834126328e-06,3.3242983956491315e-05,1.3118977886096323e-05
NM_001906,CTRB1,1.0254062579672706e-06,1.293700567013605e-06,9.58296716306374e-06,5.830422138432857e-06
NM_001025200,CTRB2,1.0137491506687521e-06,1.2815447283685084e-06,9.492923913840802e-06,5.7491018156750345e-06
NM_007272,CTRC,1.2181850019238529e-06,1.371304081075816e-06,1.0157808007969006e-05,5.177260290506427e-06
NM_001907,CTRL,1.274729045930189e-06,1.1976606162512482e-06,8.871560120379617e-06,4.421809210742687e-06
NM_001127695,CTSA,2.334903630489287e-06,2.154932983304174e-06,1.596246654299388e-05,7.77678334455705e-06
NM_147780,CTSB,1.4910526000491652e-06,1.5496505277167448e-06,1.1478892797901813e-05,5.735879248421346e-06
NM_148170,CTSC,4.951248533936072e-07,5.153873663216851e-07,3.817684194975445e-06,2.0239510279887673e-06
NM_001909,CTSD,1.6377341117617837e-06,1.9798567496256677e-06,1.4665605552782723e-05,8.406205448507711e-06
NM_001910,CTSE,1.588109829472125e-06,1.5357968358616318e-06,1.1376272858234309e-05,5.467641107291688e-06
NM_003793,CTSF,1.984735659949238e-06,1.7220024637950536e-06,1.2755573805889286e-05,5.730598740537332e-06
NM_001911,CTSG,1.2651142275459926e-06,1.2213320909464615e-06,9.046904377381195e-06,3.7051005630192432e-06
NM_004390,CTSH,1.6861667962062397e-06,1.1858609510029651e-06,8.784155192614555e-06,4.287459197337663e-06
NM_000396,CTSK,1.5221636865998545e-06,1.109261062318186e-06,8.21674860976434e-06,3.1232014671492145e-06
NM_001912,CTSL1,1.3436216021528051e-06,1.1259880165016947e-06,8.340651974086626e-06,3.372096543265998e-06
NM_001333,CTSL2,1.4080733195049883e-06,1.2850906639485855e-06,9.519190103322856e-06,4.4136714346343965e-06
NM_001334,CTSO,1.333223154474965e-06,8.772709907037212e-07,6.498303634842379e-06,2.633904352747313e-06
NM_004079,CTSS,1.4241817021018038e-06,1.1626092353008166e-06,8.61192026148753e-06,3.139062769137661e-06
NM_001335,CTSW,1.7451439347836496e-06,1.5379200839518097e-06,1.1392000621865256e-05,4.985399892639874e-06
NM_001336,CTSZ,1.177720456910227e-06,1.222457497562287e-06,9.055240722683607e-06,4.605746173947346e-06
NM_005231,CTTN,2.7503999249776743e-06,2.5705956512345163e-06,1.9041449268403824e-05,1.0779534330711128e-05
NM_033427,CTTNBP2,6.397175150893739e-06,5.83893671897262e-06,4.3251383103500884e-05,1.8209582976852757e-05
